number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;garbage chute;type of house;district;street;concierge;distance
1;42.0;10;2;2900000.0;косметический;раздельный;лоджия;1999;1;1;панельный;р-н Мотовилихинский;улица Пушкарская, 92;0;4459.204871017926
3;86.0;10;6;8200000.0;дизайнерский;раздельный;лоджия;2005;1;0;кирпичный;р-н Ленинский;улица Газеты Звезда, 30;1;1296.7911106863155
4;80.0;9;3;5350000.0;евро;раздельный;балкон;1988;1;1;панельный;р-н Мотовилихинский;улица Юрша, 9;0;4892.84576673894
3;71.0;10;7;4350000.0;косметический;раздельный;лоджия;2015;1;0;панельный;р-н Кировский;улица Адмирала Ушакова, 21;1;11928.096592331243
1;42.0;16;10;1860000.0;косметический;раздельный;лоджия;2011;1;0;кирпичный;р-н Орджоникидзевский;улица Александра Щербакова, 43А;1;16230.856625444982
3;67.0;12;10;4900000.0;евро;раздельный;лоджия;1981;2;1;панельный;р-н Дзержинский;улица Василия Каменского, 6;0;3409.536474421723
1;28.0;16;3;2050000.0;евро;совмещенный;нет;2020;2;0;кирпичный;р-н Свердловский;улица Куйбышева, 109А;1;2998.357613862765
2;44.0;5;4;2800000.0;косметический;раздельный;балкон;1972;0;0;панельный;р-н Свердловский;улица Братская, 18;0;5289.800072976492
1;38.0;25;18;2770000.0;косметический;совмещенный;лоджия;2019;2;0;монолитный;р-н Кировский;улица Калинина, 66;1;12253.433399530264
1;42.0;17;3;4850000.0;косметический;совмещенный;балкон;2005;1;1;кирпичный;р-н Индустриальный;улица Мира, 11;1;21499.106200724775
3;69.0;10;6;5400000.0;косметический;раздельный;лоджия;1988;1;1;панельный;р-н Дзержинский;улица Овчинникова, 18;0;1660.241524293797
1;42.0;9;7;2450000.0;косметический;совмещенный;нет;1981;1;1;кирпичный;р-н Свердловский;улица Клары Цеткин, 23;0;2406.460734942932
1;36.0;10;8;2950000.0;косметический;раздельный;лоджия;1988;1;1;панельный;р-н Индустриальный;проспект Декабристов, 33;0;4324.106470103412
3;77.0;25;24;7800000.0;евро;раздельный;балкон;2018;2;0;монолитный;р-н Дзержинский;улица Подлесная, 2;1;5469.38739491495
2;43.0;9;2;3100000.0;косметический;совмещенный;лоджия;1989;1;1;кирпичный;р-н Свердловский;улица Козьмы Минина, 5;0;5501.930943778153
1;26.0;5;2;1560000.0;требует ремонта;совмещенный;балкон;1974;0;0;панельный;р-н Кировский;улица Генерала Панфилова, 13А;0;22971.01966112631
1;32.0;5;3;1600000.0;косметический;раздельный;балкон;1976;0;0;панельный;р-н Орджоникидзевский;улица Кронита, 15;0;14315.173586660487
1;32.0;5;1;3500000.0;косметический;совмещенный;нет;1959;0;0;кирпичный;р-н Свердловский;улица Героев Хасана, 15;0;3022.561112695899
1;36.0;9;3;2190000.0;косметический;совмещенный;балкон;1988;1;1;кирпичный;р-н Свердловский;улица Сергинская, 38А;1;5865.965719343348
1;30.0;5;5;1850000.0;косметический;совмещенный;нет;1968;0;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 40;0;15914.966520313536
4;90.0;18;14;7000000.0;косметический;раздельный;лоджия;2002;1;0;кирпичный;р-н Индустриальный;шоссе Космонавтов, 173А;1;4462.158492606881
2;50.0;9;7;3900000.0;косметический;раздельный;лоджия;1990;1;1;кирпичный;р-н Ленинский;улица Пушкина, 116Б;0;1023.9168049306764
3;47.0;5;1;3500000.0;косметический;раздельный;нет;1967;0;0;панельный;р-н Дзержинский;шоссе Космонавтов, 90;0;2006.656476034068
1;36.0;14;3;2650000.0;косметический;совмещенный;лоджия;2007;1;1;кирпичный;р-н Мотовилихинский;улица Ивана Франко, 44;1;9820.52012526724
2;45.0;9;4;3500000.0;косметический;раздельный;лоджия;1976;1;0;панельный;р-н Индустриальный;проспект Декабристов, 13;0;3684.07232777494
2;45.0;9;4;3500000.0;косметический;раздельный;лоджия;1976;1;0;панельный;р-н Индустриальный;проспект Декабристов, 13;0;3684.07232777494
1;28.0;16;15;1850000.0;требует ремонта;совмещенный;нет;2020;3;0;кирпичный;р-н Свердловский;улица Куйбышева, 109А;1;2998.357613862765
1;35.0;10;4;2200000.0;косметический;раздельный;балкон;2002;1;0;кирпичный;р-н Дзержинский;улица Красноводская, 24;0;9248.042385374982
2;41.0;5;2;2650000.0;требует ремонта;совмещенный;балкон;1960;0;0;кирпичный;р-н Индустриальный;улица Качалова, 27;0;4869.615046926059
2;63.0;17;14;6000000.0;евро;раздельный;лоджия;2013;1;0;монолитный;р-н Мотовилихинский;улица Уинская, 17;1;5069.519782328272
2;57.0;16;8;4600000.0;евро;совмещенный;лоджия;2013;1;1;панельный;р-н Дзержинский;улица Докучаева, 40А;0;5607.543929960745
4;86.0;23;18;13999000.0;дизайнерский;несколько;лоджия;2020;3;0;монолитный;р-н Свердловский;улица Революции, 52В;1;1373.4157000149737
3;59.0;9;8;4350000.0;косметический;раздельный;лоджия;1980;1;0;кирпичный;р-н Дзержинский;улица Малкова, 30/3;0;1995.805990474705
3;65.0;14;6;5500000.0;дизайнерский;раздельный;балкон;1991;1;1;кирпичный;р-н Свердловский;улица Клары Цеткин, 21А;0;2465.5369860852866
3;66.0;25;2;5850000.0;косметический;раздельный;нет;2017;2;0;монолитный;р-н Дзержинский;улица Крылова, 15;1;1226.5215699880846
1;40.0;16;13;3890000.0;евро;совмещенный;лоджия;2014;1;0;кирпичный;р-н Дзержинский;шоссе Космонавтов, 86А;1;1930.5558815328432
1;36.0;9;4;3000000.0;косметический;совмещенный;лоджия;1987;1;1;кирпичный;р-н Дзержинский;улица Мильчакова, 6;0;1564.3066241483623
2;43.0;5;5;3500000.0;евро;совмещенный;балкон;1961;0;0;кирпичный;р-н Свердловский;улица Лодыгина, 3А;0;4916.533521439176
1;38.0;10;5;2700000.0;косметический;раздельный;лоджия;1992;1;1;панельный;р-н Индустриальный;улица Космонавта Беляева, 43;0;5757.645332563461
3;60.0;10;6;3550000.0;косметический;раздельный;лоджия;1999;1;1;кирпичный;р-н Свердловский;улица Героев Хасана, 159;0;7777.259302397668
2;42.0;4;4;2099000.0;косметический;совмещенный;балкон;1960;0;0;кирпичный;р-н Орджоникидзевский;улица Косякова, 13;0;14472.48470353394
